employment_type,0,1
(missing),0.9305675597810429,0.06943244021895707
Contract,0.9711286089238845,0.028871391076115485
Full-time,0.9578313253012049,0.04216867469879518
Other,0.933920704845815,0.06607929515418502
Part-time,0.9071518193224593,0.09284818067754078
Temporary,0.991701244813278,0.008298755186721992
